price,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
2650,Betonarme,120,135,3+1,20 Ve Üzeri,2,4,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Maltepe
2800,Betonarme,0,50,Other,20 Ve Üzeri,4,4,Kombi Doğalgaz,20,2800,2,2,Hayır,Boş,Avcılar
1600,Betonarme,90,100,2+1,20 Ve Üzeri,6,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,80,85,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,25,2000,1,1,Hayır,Boş,Bakırköy
1000,Betonarme,90,110,2+1,20 Ve Üzeri,1,2,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Kartal
2000,Betonarme,90,105,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
3600,Betonarme,80,90,2+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,50,7000,1,1,Hayır,Eşyalı,Beşiktaş
1400,Betonarme,60,70,2+1,20 Ve Üzeri,1,2,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Üsküdar
1500,Betonarme,95,105,2+1,11-20,2,4,Kombi Doğalgaz,30,1500,1,1,Hayır,Boş,Çekmeköy
1650,Betonarme,100,110,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Bahçelievler
3000,Betonarme,115,130,3+1,20 Ve Üzeri,0,3,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Maltepe
1200,Betonarme,55,65,1+1,1-4,-1,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
1800,Betonarme,55,65,1+1,5-10,5,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Maltepe
1450,Betonarme,75,80,2+1,0 (Yeni),1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1900,Betonarme,50,62,1+1,20 Ve Üzeri,1,5,Isıtma Yok,0,0,1,1,Hayır,Eşyalı,Bahçelievler
1500,Betonarme,110,130,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,20,2000,1,1,Hayır,Boş,Avcılar
1150,Betonarme,90,100,2+1,0 (Yeni),2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
4000,Betonarme,110,120,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Fatih
2500,Betonarme,140,150,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,50,2500,1,1,Hayır,Boş,Avcılar
2200,Betonarme,100,110,2+1,20 Ve Üzeri,3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1400,Betonarme,40,50,1+1,5-10,0,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Bahçelievler
3250,Betonarme,80,90,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kadıköy
1300,Betonarme,60,65,1+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Üsküdar
3000,Betonarme,105,120,3+1,1-4,3,5,Kombi Doğalgaz,50,6000,1,1,Hayır,Boş,Avcılar
2100,Betonarme,90,105,3+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,4000,1,1,Hayır,Eşyalı,Bahçelievler
1800,Betonarme,65,80,2+1,1-4,9,12,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Esenyurt
2600,Other,85,110,3+1,20 Ve Üzeri,0,7,Merkezi Doğalgaz,0,2600,1,2,Hayır,Boş,Kadıköy
2000,Betonarme,120,140,3+1,20 Ve Üzeri,0,14,Kombi Doğalgaz,140,2000,1,2,Hayır,Boş,Beylikdüzü
2600,Betonarme,60,70,1+1,1-4,9,11,Merkezi (Pay Ölçer),0,0,1,1,Evet,Eşyalı,Sancaktepe
1200,Betonarme,110,130,3+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Kartal
1500,Betonarme,90,100,2+1,11-20,0,4,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Ümraniye
1900,Betonarme,75,85,2+1,1-4,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Sancaktepe
2000,Betonarme,60,70,1+1,1-4,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
2100,Betonarme,50,70,1+1,1-4,13,20,Merkezi (Pay Ölçer),300,4200,1,1,Evet,Boş,Esenyurt
2400,Betonarme,100,110,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,2400,1,1,Hayır,Boş,Kadıköy
1500,Betonarme,55,65,1+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,30,2000,1,1,Hayır,Boş,Fatih
2600,Betonarme,130,140,3+1,20 Ve Üzeri,-1,2,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
2000,Betonarme,120,130,3+1,11-20,0,6,Other,50,4000,1,2,Hayır,Boş,Beylikdüzü
1150,Betonarme,80,85,2+1,1-4,1,4,Kombi Doğalgaz,30,1150,1,2,Hayır,Boş,Çekmeköy
1600,Betonarme,70,75,2+1,11-20,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1000,Betonarme,70,75,1+1,11-20,0,4,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Sarıyer
1400,Betonarme,75,80,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
1600,Betonarme,100,110,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,25,1600,1,1,Hayır,Boş,Gaziosmanpaşa
1300,Betonarme,120,130,3+1,1-4,1,5,Kombi Doğalgaz,0,2,1,1,Hayır,Boş,Sancaktepe
1800,Betonarme,65,70,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,1800,1,1,Hayır,Boş,Fatih
1200,Betonarme,70,90,2+1,5-10,0,4,Kombi Doğalgaz,50,1200,1,1,Hayır,Boş,Kartal
1800,Betonarme,85,90,2+1,11-20,0,3,Kombi Doğalgaz,50,1800,2,1,Hayır,Boş,Kağıthane
1200,Betonarme,40,45,1+1,20 Ve Üzeri,0,5,Isıtma Yok,0,1200,1,1,Hayır,Boş,Beyoğlu
1200,Betonarme,70,75,1+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,30,1200,1,1,Hayır,Boş,Kağıthane
1300,Other,80,90,2+1,5-10,5,5,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Ümraniye
600,Betonarme,50,60,2+1,1-4,0,1,Isıtma Yok,0,600,1,1,Hayır,Boş,Sultanbeyli
2000,Betonarme,90,100,2+1,11-20,2,3,Kombi Doğalgaz,40,2000,1,1,Hayır,Boş,Ataşehir
2800,Betonarme,95,105,3+1,0 (Yeni),1,9,Merkezi (Pay Ölçer),100,2800,2,1,Hayır,Boş,Maltepe
3000,Betonarme,115,140,3+1,20 Ve Üzeri,9,10,Merkezi Doğalgaz,150,4000,2,1,Hayır,Boş,Kadıköy
2200,Betonarme,85,90,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2700,Betonarme,48,56,1+1,5-10,6,18,Merkezi (Pay Ölçer),390,5400,1,1,Evet,Eşyalı,Bahçelievler
4500,Betonarme,0,0,Other,11-20,4,5,Kombi Doğalgaz,0,4500,2,1,Hayır,Boş,Sarıyer
1200,Betonarme,55,60,1+1,1-4,1,3,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Eyüpsultan
2400,Betonarme,50,64,1+1,1-4,9,12,Kombi Doğalgaz,300,3000,1,1,Evet,Boş,Sarıyer
1500,Betonarme,55,68,1+1,0 (Yeni),17,18,Kombi Doğalgaz,250,3000,1,1,Evet,Eşyalı,Esenyurt
2750,Betonarme,40,53,1+1,1-4,1,10,Kombi Doğalgaz,300,5500,1,1,Evet,Eşyalı,Sarıyer
3500,Betonarme,125,140,3+1,20 Ve Üzeri,8,8,Merkezi (Pay Ölçer),125,0,1,1,Hayır,Boş,Maltepe
2750,Betonarme,76,85,2+1,1-4,1,9,Merkezi (Pay Ölçer),350,5500,1,1,Hayır,Eşyalı,Kağıthane
3200,Betonarme,42,75,1+1,1-4,10,26,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Gaziosmanpaşa
5500,Betonarme,120,137,2+1,1-4,9,21,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Eşyalı,Başakşehir
1750,Betonarme,85,90,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,25,1750,1,2,Hayır,Boş,Üsküdar
3500,Betonarme,156,170,3+1,5-10,3,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Sancaktepe
1500,Betonarme,120,125,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,25,1500,1,2,Hayır,Boş,Avcılar
1750,Betonarme,60,70,1+1,0 (Yeni),0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Üsküdar
3000,Betonarme,92,104,2+1,5-10,12,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
3500,Betonarme,100,120,3+1,20 Ve Üzeri,2,10,Merkezi (Pay Ölçer),225,3500,1,2,Evet,Boş,Kadıköy
1700,Betonarme,90,95,2+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,30,1700,1,2,Hayır,Boş,Bahçelievler
1750,Betonarme,50,55,1+1,0 (Yeni),0,4,Kombi Doğalgaz,0,1750,1,1,Hayır,Boş,Üsküdar
1250,Betonarme,8,30,1+1,1-4,1,6,Merkezi (Pay Ölçer),0,1300,1,1,Hayır,Eşyalı,Bahçelievler
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
1600,Betonarme,70,75,2+1,0 (Yeni),3,3,Kombi Doğalgaz,0,1600,1,1,Hayır,Boş,Ümraniye
4000,Betonarme,107,140,3+1,20 Ve Üzeri,5,12,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
3600,Other,50,65,Stüdyo,1-4,9,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2700,Betonarme,52,85,1+1,1-4,19,26,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Gaziosmanpaşa
1100,Betonarme,100,110,3+1,11-20,1,4,Kombi Doğalgaz,0,1100,1,2,Hayır,Boş,Pendik
2250,Betonarme,100,120,3+1,20 Ve Üzeri,1,8,Merkezi Doğalgaz,90,2250,1,1,Hayır,Boş,Kadıköy
1650,Betonarme,80,85,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,1650,1,1,Hayır,Boş,Bahçelievler
1800,Betonarme,90,95,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,25,1800,1,1,Hayır,Boş,Üsküdar
1900,Betonarme,75,95,2+1,0 (Yeni),1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2600,Betonarme,80,90,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,45,3000,1,1,Hayır,Boş,Kadıköy
1800,Betonarme,50,57,1+1,5-10,13,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
2000,Betonarme,96,115,3+1,5-10,2,4,Kombi Doğalgaz,0,2000,2,2,Hayır,Boş,Sancaktepe
2250,Betonarme,55,70,1+1,1-4,8,19,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Maltepe
2500,Betonarme,50,57,1+1,5-10,15,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Kartal
1700,Betonarme,50,60,1+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1450,Betonarme,70,75,2+1,5-10,1,4,Kombi Doğalgaz,0,2900,1,1,Hayır,Boş,Avcılar
1900,Betonarme,50,65,1+1,0 (Yeni),0,4,Kombi Doğalgaz,50,1900,1,1,Hayır,Boş,Maltepe
2200,Betonarme,68,75,2+1,1-4,0,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1650,Betonarme,55,60,1+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,1650,1,1,Hayır,Boş,Sarıyer
1750,Betonarme,85,95,3+1,11-20,0,4,Kombi Doğalgaz,0,0,2,2,Hayır,Boş,Eyüpsultan
2750,Betonarme,120,140,3+1,20 Ve Üzeri,1,7,Kombi Doğalgaz,75,2750,1,1,Hayır,Boş,Maltepe
2100,Betonarme,50,65,1+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,0,2,1,Hayır,Eşyalı,Eyüpsultan
2500,Betonarme,30,50,Other,20 Ve Üzeri,4,4,Kombi Doğalgaz,50,4000,2,2,Hayır,Boş,Avcılar
2750,Betonarme,75,80,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,100,2750,1,1,Hayır,Boş,Sarıyer
4900,Betonarme,125,140,3+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
2500,Betonarme,85,90,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
2300,Betonarme,0,0,4+1,1-4,2,4,Kombi Doğalgaz,50,2300,3,3,Hayır,Boş,Çekmeköy
1500,Betonarme,80,90,2+1,20 Ve Üzeri,3,5,Other,0,2000,1,1,Hayır,Boş,Küçükçekmece
2200,Betonarme,58,73,1+1,5-10,6,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Avcılar
1200,Betonarme,60,65,1+1,1-4,5,19,Kombi Doğalgaz,200,0,1,1,Hayır,Boş,Esenyurt
2000,Betonarme,130,140,3+1,11-20,3,4,Kombi Doğalgaz,0,0,1,2,Hayır,Eşyalı,Çekmeköy
1400,Betonarme,65,70,3+1,20 Ve Üzeri,1,4,Isıtma Yok,0,0,1,1,Hayır,Boş,Beyoğlu
2000,Betonarme,120,125,3+1,11-20,1,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Bahçelievler
2200,Betonarme,70,75,1+1,11-20,4,4,Kombi Doğalgaz,25,3500,1,1,Hayır,Eşyalı,Fatih
2500,Betonarme,56,70,1+1,1-4,9,12,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Esenyurt
2300,Betonarme,50,60,Other,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,2300,2,2,Hayır,Boş,Bağcılar
2750,Betonarme,74,75,2+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,2750,1,1,Hayır,Eşyalı,Fatih
1600,Betonarme,68,69,2+1,5-10,0,8,Merkezi (Pay Ölçer),0,3200,1,1,Hayır,Boş,Başakşehir
1800,Betonarme,80,90,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,95,105,2+1,20 Ve Üzeri,4,6,Kombi Doğalgaz,35,0,1,2,Hayır,Boş,Bahçelievler
1400,Betonarme,90,100,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,20,1400,1,1,Hayır,Boş,Kadıköy
2000,Betonarme,100,110,3+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2000,Betonarme,60,75,1+1,5-10,2,4,Kombi Doğalgaz,0,0,1,1,Evet,Eşyalı,Sancaktepe
2500,Betonarme,48,65,1+1,0 (Yeni),31,40,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Esenyurt
2000,Betonarme,120,130,3+1,5-10,1,4,Kombi Doğalgaz,40,2000,1,1,Hayır,Boş,Esenyurt
2000,Betonarme,110,120,3+1,11-20,2,4,Kombi Doğalgaz,0,2000,1,2,Hayır,Boş,Ümraniye
4200,Betonarme,125,140,3+1,20 Ve Üzeri,1,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Kadıköy
1250,Betonarme,120,140,3+1,11-20,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sancaktepe
2000,Betonarme,120,125,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
2000,Betonarme,100,110,2+1,5-10,10,20,Kombi Doğalgaz,350,4000,1,2,Hayır,Boş,Esenyurt
1550,Betonarme,130,150,Other,1-4,2,4,Kombi Doğalgaz,0,50,2,1,Hayır,Boş,Sancaktepe
2250,Betonarme,100,110,2+1,0 (Yeni),2,6,Kombi Doğalgaz,50,2250,1,1,Hayır,Boş,Ümraniye
1200,Betonarme,100,110,2+1,5-10,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
1800,Betonarme,70,90,1+1,5-10,25,25,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Esenyurt
1200,Betonarme,70,75,2+1,5-10,3,3,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,60,70,1+1,5-10,1,5,Kombi Doğalgaz,0,1500,1,2,Hayır,Boş,Üsküdar
1800,Betonarme,90,95,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,40,0,1,1,Hayır,Boş,Şişli
1700,Betonarme,54,55,1+1,0 (Yeni),1,3,Kombi Doğalgaz,0,3400,1,1,Hayır,Boş,Fatih
2000,Betonarme,95,100,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,50,4000,1,1,Hayır,Eşyalı,Avcılar
1300,Betonarme,65,70,1+1,1-4,-1,5,Kombi Doğalgaz,10,1300,1,1,Hayır,Boş,Kağıthane
2500,Betonarme,80,85,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,30,5000,1,2,Hayır,Boş,Bakırköy
2000,Betonarme,90,100,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Zeytinburnu
2500,Betonarme,78,79,1+1,5-10,30,40,Merkezi (Pay Ölçer),0,5000,1,1,Hayır,Eşyalı,Esenyurt
2000,Betonarme,70,85,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,70,0,1,1,Hayır,Boş,Bakırköy
2000,Betonarme,75,80,2+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,3000,1,1,Hayır,Boş,Fatih
2300,Betonarme,75,80,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,2300,1,1,Hayır,Boş,Bakırköy
2550,Betonarme,90,110,2+1,1-4,1,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Beylikdüzü
1300,Betonarme,90,100,2+1,11-20,6,8,Kombi Doğalgaz,10,1300,1,1,Hayır,Boş,Şişli
3500,Betonarme,80,90,1+1,20 Ve Üzeri,1,6,Kombi Doğalgaz,150,0,1,1,Hayır,Eşyalı,Şişli
1750,Betonarme,70,80,1+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1400,Betonarme,90,100,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,20,1400,1,1,Hayır,Boş,Kadıköy
1600,Betonarme,75,80,2+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
3350,Betonarme,45,55,1+1,20 Ve Üzeri,10,14,Merkezi Doğalgaz,450,7000,1,1,Hayır,Eşyalı,Bakırköy
1550,Betonarme,85,100,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,50,1550,1,1,Hayır,Boş,Pendik
1300,Betonarme,60,70,2+1,5-10,1,5,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Bahçelievler
1400,Betonarme,80,90,2+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,30,0,1,1,Hayır,Boş,Küçükçekmece
5000,Betonarme,80,90,2+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,10000,1,1,Hayır,Eşyalı,Beşiktaş
2250,Betonarme,110,130,3+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1000,Betonarme,90,100,2+1,11-20,4,4,Kombi Doğalgaz,0,1000,1,2,Hayır,Boş,Pendik
4150,Betonarme,110,127,3+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,1,4150,1,2,Hayır,Boş,Sarıyer
2500,Betonarme,90,95,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,30,2500,1,2,Hayır,Boş,Üsküdar
1600,Betonarme,75,80,2+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,20,1600,1,2,Hayır,Boş,Üsküdar
3950,Betonarme,155,185,4+1,5-10,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1600,Betonarme,48,60,1+1,5-10,4,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
3500,Betonarme,35,50,1+1,5-10,4,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
1750,Betonarme,80,90,1+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Küçükçekmece
1450,Betonarme,45,55,1+1,11-20,0,5,Kombi Doğalgaz,0,1450,1,1,Hayır,Boş,Kağıthane
2100,Betonarme,50,65,1+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
3250,Betonarme,125,140,3+1,5-10,4,5,Merkezi Doğalgaz,50,3250,1,1,Hayır,Boş,Şişli
1600,Betonarme,75,80,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,0,1600,1,1,Hayır,Boş,Üsküdar
650,Betonarme,90,100,2+1,5-10,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Avcılar
2000,Betonarme,85,90,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,2500,1,1,Hayır,Eşyalı,Bahçelievler
3000,Betonarme,65,75,2+1,5-10,1,4,Kombi Doğalgaz,60,3000,1,1,Hayır,Boş,Üsküdar
4500,Betonarme,100,120,3+1,11-20,5,12,Kombi Doğalgaz,469,9000,2,2,Evet,Boş,Küçükçekmece
1500,Betonarme,85,90,2+1,20 Ve Üzeri,5,6,Merkezi Doğalgaz,135,2500,1,2,Hayır,Boş,Bahçelievler
2250,Betonarme,55,60,1+1,5-10,0,3,Kombi Doğalgaz,50,3000,1,1,Hayır,Eşyalı,Ataşehir
2600,Betonarme,70,80,2+1,11-20,0,4,Kombi Doğalgaz,0,2600,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,110,168,3+1,1-4,1,30,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Ataşehir
1200,Betonarme,60,75,1+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,30,1200,1,1,Hayır,Boş,Ataşehir
3000,Betonarme,120,130,3+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bahçelievler
1500,Betonarme,50,65,1+1,0 (Yeni),2,6,Merkezi (Pay Ölçer),320,3000,1,1,Hayır,Eşyalı,Pendik
1750,Betonarme,72,80,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,25,1750,1,1,Hayır,Boş,Fatih
3000,Betonarme,110,127,2+1,1-4,5,22,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Beylikdüzü
650,Betonarme,35,45,1+1,20 Ve Üzeri,0,1,Isıtma Yok,0,650,1,1,Hayır,Boş,Maltepe
1800,Betonarme,90,100,2+1,5-10,3,7,Kombi Doğalgaz,0,2500,1,1,Hayır,Boş,Kartal
2000,Betonarme,5,35,Stüdyo,11-20,3,5,Kombi Doğalgaz,0,2000,1,1,Hayır,Eşyalı,Ataşehir
3950,Betonarme,155,185,4+1,5-10,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2100,Betonarme,49,60,1+1,5-10,2,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,5,38,Stüdyo,1-4,21,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Ataşehir
2500,Betonarme,85,90,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1900,Betonarme,115,120,3+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,30,1900,1,2,Hayır,Boş,Küçükçekmece
3100,Betonarme,105,138,2+1,5-10,4,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
1450,Betonarme,120,125,3+1,1-4,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
2000,Betonarme,90,110,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
4250,Betonarme,61,92,1+1,1-4,7,24,Merkezi (Pay Ölçer),0,0,1,1,Evet,Boş,Gaziosmanpaşa
1200,Betonarme,80,100,2+1,1-4,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1590,Betonarme,65,70,1+1,1-4,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Maltepe
1750,Betonarme,65,75,1+1,0 (Yeni),5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1750,Betonarme,75,85,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Maltepe
1500,Betonarme,140,150,3+1,11-20,2,4,Kombi Doğalgaz,60,1500,1,2,Hayır,Boş,Ataşehir
3000,Betonarme,60,70,1+1,0 (Yeni),4,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1200,Betonarme,70,75,1+1,1-4,1,19,Kombi Doğalgaz,200,0,1,1,Hayır,Boş,Esenyurt
1300,Betonarme,90,110,2+1,11-20,2,2,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Kartal
2500,Betonarme,85,100,2+1,0 (Yeni),1,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Çekmeköy
2200,Betonarme,40,62,1+1,5-10,8,30,Merkezi (Pay Ölçer),450,4400,1,1,Evet,Boş,Başakşehir
1650,Betonarme,90,100,2+1,5-10,0,5,Kombi Doğalgaz,20,2000,2,1,Hayır,Boş,Eyüpsultan
3250,Betonarme,80,87,2+1,11-20,7,9,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Başakşehir
1600,Betonarme,115,130,3+1,11-20,2,4,Kombi Doğalgaz,20,1600,1,1,Hayır,Boş,Kağıthane
1900,Betonarme,80,85,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,20,0,1,1,Hayır,Eşyalı,Bahçelievler
2650,Betonarme,60,65,1+1,5-10,3,5,Kombi Doğalgaz,70,3500,1,1,Hayır,Eşyalı,Şişli
900,Betonarme,65,75,1+1,5-10,1,4,Other,0,900,1,1,Hayır,Boş,Gaziosmanpaşa
1400,Betonarme,94,105,2+1,0 (Yeni),2,4,Kombi Doğalgaz,0,1400,1,2,Hayır,Boş,Esenyurt
850,Betonarme,75,85,1+1,1-4,0,4,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Esenyurt
2700,Betonarme,60,70,1+1,0 (Yeni),3,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1600,Betonarme,70,75,2+1,11-20,3,6,Kombi Doğalgaz,10,1600,1,1,Hayır,Boş,Şişli
