price,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
1850,Betonarme,80,85,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,25,1850,1,2,Hayır,Boş,Üsküdar
1700,Betonarme,70,75,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,25,1700,1,1,Hayır,Boş,Üsküdar
5500,Betonarme,55,85,1+1,5-10,7,33,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
3700,Betonarme,65,75,Stüdyo,1-4,12,15,Merkezi (Pay Ölçer),400,0,1,1,Hayır,Boş,Sarıyer
3650,Betonarme,65,76,Stüdyo,5-10,13,20,Merkezi (Pay Ölçer),400,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,55,85,1+1,1-4,7,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2300,Other,45,55,Stüdyo,0 (Yeni),5,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
5500,Other,60,85,1+1,5-10,6,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
1500,Betonarme,80,85,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,25,1500,1,2,Hayır,Boş,Üsküdar
2600,Betonarme,35,45,Stüdyo,0 (Yeni),12,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2500,Betonarme,35,45,Stüdyo,0 (Yeni),11,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2000,Betonarme,90,95,1+1,11-20,1,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Sarıyer
1250,Betonarme,70,90,1+1,20 Ve Üzeri,0,10,Merkezi (Pay Ölçer),200,1250,1,1,Hayır,Boş,Kartal
2000,Betonarme,65,75,2+1,5-10,0,3,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Kartal
1400,Betonarme,42,47,Stüdyo,5-10,12,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
1700,Betonarme,75,80,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,25,1700,1,2,Hayır,Boş,Üsküdar
2300,Betonarme,90,110,2+1,5-10,1,5,Kombi Doğalgaz,50,4600,2,1,Hayır,Boş,Kartal
3500,Betonarme,100,110,2+1,11-20,3,4,Kombi Doğalgaz,0,3500,1,1,Hayır,Boş,Sarıyer
3000,Betonarme,100,110,2+1,5-10,3,9,Merkezi (Pay Ölçer),280,6000,1,1,Hayır,Eşyalı,Esenyurt
1250,Betonarme,95,115,3+1,11-20,4,4,Kombi Doğalgaz,0,1250,1,1,Hayır,Boş,Kartal
1300,Betonarme,90,110,2+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,1300,1,1,Hayır,Boş,Kartal
2800,Betonarme,100,110,3+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,2800,1,1,Hayır,Eşyalı,Fatih
1200,Betonarme,45,65,1+1,5-10,1,5,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Kartal
1400,Betonarme,90,110,3+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Kartal
2000,Betonarme,95,115,3+1,5-10,1,4,Kombi Doğalgaz,0,3000,2,1,Hayır,Boş,Kartal
1200,Betonarme,70,90,2+1,11-20,0,4,Kombi Doğalgaz,25,1200,1,1,Hayır,Boş,Kartal
900,Betonarme,60,80,2+1,11-20,0,5,Kombi Doğalgaz,30,900,1,1,Hayır,Boş,Kartal
1900,Betonarme,75,95,2+1,0 (Yeni),0,5,Kombi Doğalgaz,0,1900,1,1,Hayır,Boş,Kartal
2400,Betonarme,45,55,Stüdyo,0 (Yeni),10,15,Other,0,0,1,1,Hayır,Boş,Sarıyer
2100,Betonarme,70,75,2+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,50,1500,1,1,Hayır,Boş,Şişli
1600,Betonarme,140,160,4+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,3,1,Hayır,Boş,Maltepe
2600,Betonarme,145,160,Other,1-4,3,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Eyüpsultan
1550,Betonarme,75,85,2+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
2500,Betonarme,90,95,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,2500,1,2,Hayır,Eşyalı,Üsküdar
3000,Betonarme,100,120,3+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,50,3000,1,1,Hayır,Eşyalı,Avcılar
1400,Betonarme,70,90,2+1,20 Ve Üzeri,1,2,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Kartal
1750,Betonarme,85,90,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,25,1750,1,1,Hayır,Boş,Üsküdar
2750,Betonarme,75,90,2+1,20 Ve Üzeri,-1,4,Kombi Doğalgaz,100,0,1,1,Hayır,Boş,Bakırköy
1600,Betonarme,30,35,Stüdyo,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,1600,1,1,Hayır,Eşyalı,Fatih
1750,Betonarme,64,65,1+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,1750,1,1,Hayır,Eşyalı,Fatih
1000,Betonarme,60,80,1+1,11-20,0,2,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Kartal
1300,Betonarme,64,65,2+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Fatih
4250,Betonarme,145,175,4+1,20 Ve Üzeri,2,4,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
3100,Betonarme,82,95,2+1,1-4,8,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Eyüpsultan
4900,Betonarme,70,98,2+1,0 (Yeni),1,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kadıköy
1000,Betonarme,125,140,2+1,5-10,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
1900,Betonarme,85,100,3+1,20 Ve Üzeri,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1200,Betonarme,75,95,2+1,11-20,4,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Kartal
1200,Betonarme,95,115,3+1,20 Ve Üzeri,5,6,Kombi Doğalgaz,60,1200,1,1,Hayır,Boş,Kartal
1800,Betonarme,99,100,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Gaziosmanpaşa
4000,Betonarme,46,75,1+1,1-4,12,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Gaziosmanpaşa
4200,Betonarme,130,150,3+1,11-20,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
5000,Betonarme,130,150,2+1,11-20,0,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
750,Betonarme,75,85,1+1,5-10,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
500,Betonarme,60,70,1+1,5-10,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
850,Betonarme,90,100,2+1,11-20,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1500,Betonarme,110,125,3+1,0 (Yeni),3,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1350,Betonarme,85,105,3+1,11-20,0,10,Merkezi (Pay Ölçer),200,1350,1,2,Evet,Boş,Kartal
950,Betonarme,75,95,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,950,1,1,Hayır,Boş,Kartal
1550,Betonarme,90,110,3+1,20 Ve Üzeri,7,7,Kombi Doğalgaz,40,2000,1,1,Evet,Boş,Kartal
4000,Betonarme,110,120,2+1,11-20,1,1,Kombi Doğalgaz,0,4000,1,1,Hayır,Boş,Sarıyer
3200,Betonarme,90,100,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,2,1,Hayır,Eşyalı,Sarıyer
1150,Betonarme,70,90,2+1,11-20,3,4,Kombi Doğalgaz,0,1150,1,1,Hayır,Boş,Kartal
1150,Betonarme,90,110,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,1150,1,1,Hayır,Boş,Kartal
1700,Betonarme,100,120,2+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kağıthane
3450,Betonarme,55,65,1+1,20 Ve Üzeri,6,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
750,Betonarme,65,75,1+1,5-10,4,9,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1100,Betonarme,50,70,2+1,11-20,0,4,Kombi Doğalgaz,50,1100,1,1,Hayır,Boş,Kartal
2750,Betonarme,105,120,3+1,5-10,3,6,Kombi Doğalgaz,50,0,1,1,Hayır,Boş,Kartal
2500,Betonarme,50,60,1+1,11-20,0,5,Kombi Doğalgaz,0,2500,1,1,Hayır,Boş,Sarıyer
1100,Betonarme,80,100,2+1,11-20,0,2,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Kartal
1050,Betonarme,100,120,3+1,5-10,1,5,Kombi Doğalgaz,50,1050,1,1,Hayır,Boş,Kartal
3600,Betonarme,140,160,3+1,5-10,3,4,Merkezi Doğalgaz,0,0,2,1,Evet,Eşyalı,Sancaktepe
5000,Betonarme,100,110,2+1,20 Ve Üzeri,1,3,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
5000,Betonarme,60,80,2+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beyoğlu
2800,Betonarme,40,57,1+1,0 (Yeni),10,11,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1100,Betonarme,40,60,1+1,11-20,0,2,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Kartal
800,Betonarme,60,80,2+1,20 Ve Üzeri,0,3,Kombi Doğalgaz,0,800,1,1,Hayır,Boş,Kartal
1500,Betonarme,130,150,3+1,11-20,3,10,Kombi Doğalgaz,0,1500,1,1,Hayır,Boş,Kartal
3250,Betonarme,50,60,1+1,11-20,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
3000,Betonarme,58,70,1+1,1-4,12,17,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
3000,Betonarme,80,85,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
750,Betonarme,55,75,2+1,20 Ve Üzeri,0,5,Other,100,750,1,1,Hayır,Boş,Kartal
1700,Betonarme,110,115,2+1,20 Ve Üzeri,4,6,Kombi Doğalgaz,0,1700,1,1,Hayır,Boş,Bayrampaşa
3200,Betonarme,80,90,2+1,1-4,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2950,Betonarme,30,40,1+1,1-4,5,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
4000,Betonarme,45,56,1+1,20 Ve Üzeri,3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beyoğlu
2400,Betonarme,70,90,2+1,1-4,9,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
3400,Betonarme,90,95,2+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,61,71,2+1,1-4,6,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2950,Betonarme,30,45,Stüdyo,0 (Yeni),5,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,110,125,2+1,11-20,4,7,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Şişli
1100,Betonarme,110,120,2+1,11-20,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
850,Betonarme,60,75,1+1,20 Ve Üzeri,0,4,Other,0,1000,1,1,Hayır,Boş,Maltepe
3500,Betonarme,50,55,1+1,0 (Yeni),1,2,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
3100,Betonarme,45,70,1+1,0 (Yeni),3,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1750,Betonarme,80,90,2+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beyoğlu
4250,Betonarme,80,90,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1200,Betonarme,40,70,2+1,11-20,3,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Kartal
3500,Betonarme,120,125,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Beşiktaş
4000,Betonarme,75,95,1+1,11-20,3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2200,Betonarme,110,120,3+1,11-20,4,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kağıthane
2000,Betonarme,110,130,3+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
3000,Betonarme,90,100,2+1,0 (Yeni),2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
4500,Betonarme,70,120,2+1,1-4,5,20,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Gaziosmanpaşa
4500,Betonarme,85,120,2+1,1-4,7,20,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Gaziosmanpaşa
3500,Betonarme,47,92,1+1,1-4,7,28,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Gaziosmanpaşa
3200,Betonarme,110,144,3+1,1-4,3,6,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
4100,Betonarme,85,100,1+1,20 Ve Üzeri,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beşiktaş
1050,Betonarme,90,110,3+1,11-20,0,2,Kombi Doğalgaz,40,1050,1,1,Hayır,Boş,Kartal
2000,Betonarme,110,120,3+1,5-10,2,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kartal
3150,Betonarme,75,90,2+1,0 (Yeni),1,5,Kombi Doğalgaz,550,6300,1,1,Evet,Boş,Çekmeköy
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
3750,Betonarme,105,115,3+1,20 Ve Üzeri,6,9,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Maltepe
5500,Other,65,82,1+1,5-10,10,32,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
5400,Betonarme,75,85,1+1,5-10,9,15,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,75,85,1+1,5-10,7,15,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,70,85,1+1,5-10,5,11,Kombi Doğalgaz,450,0,1,1,Hayır,Boş,Sarıyer
4500,Betonarme,75,85,1+1,5-10,18,30,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
5500,Other,65,87,1+1,5-10,5,20,Merkezi (Pay Ölçer),550,0,1,1,Hayır,Boş,Sarıyer
4500,Betonarme,75,85,1+1,5-10,16,30,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
5500,Other,55,84,1+1,5-10,6,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
4600,Betonarme,75,85,1+1,5-10,8,30,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,50,60,1+1,1-4,7,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2300,Betonarme,35,45,Stüdyo,0 (Yeni),9,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
3750,Betonarme,80,90,1+1,0 (Yeni),3,5,Merkezi Doğalgaz,400,0,1,1,Hayır,Boş,Sarıyer
2300,Betonarme,35,45,Stüdyo,0 (Yeni),6,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2100,Betonarme,45,55,Stüdyo,0 (Yeni),9,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
3600,Betonarme,47,60,Stüdyo,1-4,8,20,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2250,Other,30,45,Stüdyo,0 (Yeni),3,12,Merkezi (Pay Ölçer),390,0,1,1,Hayır,Boş,Sarıyer
5500,Betonarme,75,85,1+1,5-10,13,20,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
3500,Other,55,66,1+1,0 (Yeni),6,12,Merkezi (Pay Ölçer),480,0,1,1,Hayır,Boş,Sarıyer
3600,Betonarme,55,65,Stüdyo,5-10,11,20,Merkezi (Pay Ölçer),400,0,1,1,Hayır,Boş,Sarıyer
5000,Betonarme,75,85,1+1,5-10,9,20,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
3500,Betonarme,65,75,Stüdyo,5-10,7,20,Merkezi (Pay Ölçer),500,0,1,1,Hayır,Boş,Sarıyer
4800,Other,70,80,1+1,5-10,5,30,Merkezi (Pay Ölçer),550,0,1,1,Hayır,Boş,Sarıyer
1900,Betonarme,125,135,3+1,11-20,2,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
1600,Betonarme,105,110,2+1,11-20,6,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1400,Betonarme,70,87,2+1,1-4,3,6,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sultanbeyli
4800,Betonarme,80,90,1+1,1-4,10,30,Merkezi Doğalgaz,400,0,1,1,Hayır,Boş,Sarıyer
1400,Betonarme,75,85,2+1,0 (Yeni),0,4,Kombi Doğalgaz,30,1400,1,1,Hayır,Boş,Ataşehir
2750,Betonarme,70,78,2+1,1-4,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1000,Betonarme,60,71,2+1,1-4,5,6,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sultanbeyli
1670,Betonarme,50,64,1+1,5-10,2,10,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Esenyurt
2250,Betonarme,45,55,Stüdyo,0 (Yeni),3,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2400,Betonarme,50,60,Stüdyo,0 (Yeni),8,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
3750,Betonarme,65,75,1+1,0 (Yeni),4,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2400,Betonarme,45,55,Stüdyo,0 (Yeni),5,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2600,Betonarme,48,77,1+1,1-4,23,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Ataşehir
1100,Betonarme,80,90,3+1,5-10,0,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
3000,Betonarme,0,0,4+1,11-20,2,4,Kombi Doğalgaz,20,3000,2,2,Hayır,Boş,Avcılar
1500,Betonarme,80,90,2+1,5-10,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Gaziosmanpaşa
1900,Betonarme,110,120,2+1,11-20,4,4,Kombi Doğalgaz,20,3800,1,1,Hayır,Eşyalı,Avcılar
700,Betonarme,90,100,2+1,1-4,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Avcılar
1600,Betonarme,95,130,3+1,20 Ve Üzeri,2,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
3750,Betonarme,46,60,1+1,0 (Yeni),3,12,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2900,Betonarme,45,46,Stüdyo,5-10,4,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2850,Betonarme,100,110,2+1,11-20,1,4,Kombi Doğalgaz,20,1000,1,1,Hayır,Eşyalı,Avcılar
1000,Betonarme,70,75,2+1,1-4,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sancaktepe
3000,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3000,Betonarme,50,51,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3000,Betonarme,45,46,Stüdyo,5-10,1,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,45,46,Stüdyo,5-10,1,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,46,50,Stüdyo,5-10,0,6,Merkezi (Pay Ölçer),748,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,45,46,Stüdyo,5-10,0,6,Merkezi (Pay Ölçer),748,0,1,1,Hayır,Boş,Şişli
2600,Betonarme,46,50,Stüdyo,5-10,0,6,Merkezi (Pay Ölçer),748,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,45,46,Stüdyo,5-10,4,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,45,46,Stüdyo,5-10,4,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3500,Betonarme,45,46,Stüdyo,5-10,2,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3500,Betonarme,40,46,Stüdyo,5-10,0,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3000,Betonarme,45,46,Stüdyo,5-10,1,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2500,Betonarme,35,45,Stüdyo,0 (Yeni),3,14,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
3500,Betonarme,55,65,Stüdyo,1-4,9,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2100,Betonarme,85,100,2+1,11-20,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1750,Betonarme,45,55,1+1,1-4,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Beylikdüzü
2650,Betonarme,40,55,1+1,11-20,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
2000,Betonarme,100,110,3+1,11-20,2,4,Kombi Doğalgaz,0,2000,1,1,Hayır,Boş,Gaziosmanpaşa
3500,Betonarme,135,155,2+1,0 (Yeni),2,9,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Eşyalı,Esenyurt
2300,Betonarme,120,130,3+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,2300,1,1,Hayır,Eşyalı,Bahçelievler
2800,Betonarme,95,106,2+1,5-10,4,7,Merkezi (Pay Ölçer),0,5600,2,1,Evet,Eşyalı,Pendik
2750,Betonarme,60,70,2+1,1-4,2,3,Kombi Doğalgaz,30,2750,1,1,Hayır,Eşyalı,Şişli
1300,Betonarme,48,54,2+1,0 (Yeni),0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
2600,Betonarme,110,120,3+1,20 Ve Üzeri,8,8,Kombi Doğalgaz,0,0,2,2,Evet,Boş,Beylikdüzü
3600,Betonarme,100,110,2+1,20 Ve Üzeri,1,4,Merkezi Doğalgaz,230,3600,1,2,Hayır,Boş,Beşiktaş
2600,Betonarme,60,85,2+1,5-10,3,13,Other,0,0,1,1,Hayır,Boş,Ümraniye
1750,Betonarme,90,100,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,30,1750,1,2,Hayır,Boş,Beyoğlu
3200,Betonarme,100,130,3+1,20 Ve Üzeri,6,9,Merkezi Doğalgaz,160,6400,2,1,Hayır,Boş,Kadıköy
3300,Betonarme,75,110,1+1,11-20,2,4,Merkezi (Pay Ölçer),750,0,1,1,Evet,Boş,Çekmeköy
3550,Betonarme,60,80,2+1,0 (Yeni),1,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kadıköy
2550,Betonarme,60,74,1+1,5-10,8,19,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Başakşehir
3000,Betonarme,63,102,2+1,5-10,6,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Bağcılar
2300,Betonarme,59,83,1+1,5-10,4,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Bağcılar
5500,Betonarme,110,135,3+1,5-10,14,29,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Eşyalı,Başakşehir
2000,Betonarme,80,85,2+1,11-20,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Şişli
1100,Betonarme,55,62,1+1,1-4,6,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
2250,Betonarme,90,95,2+1,11-20,1,2,Kombi Doğalgaz,250,2250,1,1,Evet,Boş,Çekmeköy
2500,Betonarme,70,90,2+1,5-10,1,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
4000,Betonarme,70,110,2+1,1-4,18,30,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Kartal
1600,Betonarme,70,80,2+1,1-4,4,4,Kombi Doğalgaz,60,1750,1,1,Hayır,Boş,Ataşehir
2000,Betonarme,65,90,1+1,11-20,1,3,Kombi Doğalgaz,1,2000,1,1,Hayır,Boş,Sarıyer
1250,Betonarme,55,65,1+1,1-4,0,3,Kombi Doğalgaz,30,2500,1,1,Hayır,Boş,Küçükçekmece
4900,Betonarme,51,68,1+1,0 (Yeni),12,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Kağıthane
2500,Betonarme,45,50,Stüdyo,1-4,8,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2400,Betonarme,67,87,2+1,20 Ve Üzeri,3,4,Merkezi (Pay Ölçer),390,4800,1,1,Hayır,Boş,Küçükçekmece
1500,Betonarme,80,85,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Üsküdar
3350,Betonarme,100,110,3+1,11-20,1,8,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1000,Betonarme,80,90,1+1,5-10,0,4,Kombi Doğalgaz,25,1000,1,1,Hayır,Boş,Sancaktepe
1100,Betonarme,80,90,1+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Küçükçekmece
2750,Betonarme,60,65,2+1,1-4,3,3,Kombi Doğalgaz,30,2750,1,1,Hayır,Eşyalı,Şişli
1850,Betonarme,90,105,2+1,11-20,0,3,Kombi Doğalgaz,0,3700,1,1,Hayır,Boş,Bakırköy
